#[start_time end_time]
932175613.090215 932175613.190215
932175617.266893 932175617.666893
932175680.785743 932175681.185743
932175688.397479 932175688.797479
932175738.455933 932175738.855933
932175888.884239 932175889.284239
932175962.927565 932175963.327565
932176029.255881 932176029.655881
932176053.280772 932176053.680772
932176147.453379 932176147.853379
932176161.312984 932176161.712984
932176164.498699 932176164.598699
932176213.071712 932176214.071712
932176232.435244 932176232.835244
932176233.401968 932176233.501968
932176282.099684 932176282.499684
932176328.377324 932176328.777324
932176397.568752 932176397.968752
932176551.299005 932176551.399005
932176665.114369 932176665.514369
932176676.419503 932176676.819503
932176700.816407 932176701.216407
932176712.944662 932176714.218496
932176857.533831 932176857.633831
932176935.325000 932176935.725000
932176950.752377 932176951.152377
932176952.873122 932176952.973122
932176960.335038 932176961.335038
932176965.274877 932176965.674877
932176995.451931 932176995.851931
932177082.547458 932177082.947458
932177214.682430 932177215.082430
932177219.753763 932177220.388789
932177391.499589 932177391.899589
932177420.281606 932177420.681606
932177531.404577 932177531.804577
932177695.498003 932177696.498003
932177706.657533 932177706.757533
932177814.817543 932177814.917543
932177840.561723 932177840.661723
932177840.851539 932177840.951539
932177857.573905 932177857.973905
932177883.883151 932177884.283151
932177895.634518 932177896.034518
932177943.059768 932177944.059768
932177961.313888 932177961.413888
932178154.125910 932178154.525910
932178249.264712 932178249.664712
932178266.338871 932178266.438871
932178277.102961 932178277.502961
932178409.276169 932178409.741631
932178426.941963 932178427.341963
932178432.097730 932178432.497730
932178559.623392 932178560.023392
932178762.552884 932178762.952884
932178842.854124 932178843.254124
932178919.119592 932178919.519592
932179087.980485 932179088.080485
932179135.214723 932179135.614723
932179161.827830 932179162.852632
932179562.653469 932179562.753469
932179568.592756 932179568.692756
932179628.320298 932179628.720298
932179750.975673 932179751.375673
932179852.432258 932179852.832258
932180173.522368 932180173.922368
932180289.126382 932180289.526382
932180333.426124 932180333.826124
932180343.299786 932180343.699786
932180350.789844 932180351.189844
932180513.346448 932180513.746448
932180638.596357 932180638.996357
932180798.969767 932180799.369767
932180915.774012 932180916.174012
932181126.225075 932181126.325075
932181319.226531 932181320.383267
932181337.453014 932181337.853014
932181339.347465 932181339.747465
932181842.215891 932181842.615891
932181919.775810 932181920.175810
932181933.654158 932181934.054158
932182098.721579 932182099.121579
932182166.160264 932182166.260264
932182173.154102 932182174.154102
932182393.389012 932182393.789012
932182393.860305 932182394.260305
932182476.338582 932182476.738582
932182489.415740 932182489.815740
932182560.297770 932182561.043700
932182694.223393 932182694.323393
932182765.526893 932182765.926893
932183188.832908 932183189.232908
932183196.482232 932183197.482232
932183242.876359 932183243.276359
932183253.327905 932183253.727905
932183418.690797 932183419.090797
932183436.866032 932183437.266032
932183444.679693 932183445.079693
932183500.535992 932183500.635992
932183807.973264 932183808.373264
932183919.952560 932183920.352560
932184034.715527 932184035.115527
932184412.382954 932184412.782954
932184567.332853 932184567.732853
932184819.937275 932184820.337275
932185210.450990 932185210.850990
932185283.238149 932185283.638149
932185455.519044 932185455.619044
932185737.462336 932185737.862336
932185939.423462 932185939.523462
932185975.227329 932185975.627329
932186803.903412 932186804.003412
932186815.392441 932186815.792441
932186821.757542 932186822.157542
932186822.581371 932186822.981371
932186928.433614 932186928.533614
932186972.902378 932186973.302378
932187278.381352 932187278.481352
932187285.857598 932187286.257598
932187441.846034 932187442.246034
932187492.214031 932187492.614031
932187653.336870 932187653.736870
932187707.655890 932187707.755890
932188125.701966 932188126.101966
932188309.483727 932188309.883727
932188371.319133 932188371.719133
932188532.749267 932188532.849267
932188642.947683 932188643.347683
932188704.113511 932188704.513511
932188847.411799 932188847.811799
932188865.141339 932188865.541339
932188865.959392 932188866.359392
932188955.799921 932188955.899921
932188972.203804 932188972.953893
932189016.143474 932189016.543474
932189281.404850 932189281.804850
932189503.833465 932189504.233465
932189536.720318 932189537.120318
932189537.835970 932189538.235970
932189566.392038 932189566.792038
932189636.640422 932189637.040422
932189822.441191 932189822.841191
932189828.008862 932189828.108862
932189855.608503 932189856.008503
932189869.315925 932189869.715925
932189880.589145 932189880.989145
932189896.524123 932189896.924123
932189986.814066 932189987.214066
932190033.617300 932190034.017300
932190060.939640 932190061.339640
932190108.824428 932190109.224428
932190113.768267 932190114.168267
932190151.354777 932190151.754777
932190153.831717 932190154.231717
932190303.498729 932190304.498729
932190348.011716 932190348.411716
932190461.398166 932190461.798166
932190545.781381 932190546.181381
932190572.634997 932190572.734997
932190656.934572 932190657.334572
932190825.033360 932190825.433360
932190881.981847 932190882.381847
932190988.579896 932190988.979896
932191162.101536 932191162.201536
932191207.837660 932191208.237660
932191299.742767 932191300.142767
932191369.325525 932191369.725525
932191375.956951 932191376.356951
932191392.617889 932191393.017889
932191404.894115 932191405.294115
932191454.610017 932191455.010017
932191460.587473 932191460.987473
932191464.525838 932191465.525838
932191505.817665 932191506.217665
932191638.827523 932191639.227523
932191719.289714 932191720.289714
932191875.143102 932191875.543102
932191932.685846 932191933.085846
932191983.511610 932191983.911610
932192341.447503 932192341.555392
932192382.543879 932192382.943879
932192487.831954 932192487.931954
932192548.374239 932192548.774239
932192558.994445 932192559.394445
932192575.498165 932192576.498165
932192910.747837 932192911.747837
932193073.134854 932193073.534854
932193100.792797 932193101.192797
932193178.397809 932193178.797809
932193506.343284 932193506.743284
932193519.029103 932193519.429103
932194719.499036 932194719.899036
932194822.789292 932194822.893320
932194823.743473 932194823.843473
932194914.935401 932194915.335401
932195387.930600 932195388.330600
932195614.837377 932195614.937377
932195630.069956 932195630.469956
932195743.029585 932195744.029585
932196050.833888 932196051.233888
932196481.574817 932196481.974817
932196598.070761 932196598.470761
932196641.580010 932196641.980010
932196737.832197 932196737.932197
932196901.463918 932196901.863918
932197059.187199 932197059.287199
932197600.183172 932197600.583172
932197637.946665 932197638.346665
932197735.311690 932197735.411690
932197855.498877 932197856.498877
932197892.534163 932197892.639037
932197916.551725 932197916.651725
932198273.653156 932198273.753156
932198273.755291 932198273.855291
932198329.158060 932198329.558060
932199253.550569 932199253.650569
932199492.371759 932199492.471759
932199554.771880 932199555.171880
932200107.228220 932200107.343061
932200124.513322 932200124.613322
932200333.187334 932200333.587334
932200826.336108 932200826.736108
932201058.608509 932201059.008509
932201120.713261 932201120.813261
932201249.538935 932201249.938935
932201440.946937 932201441.346937
932201468.577605 932201468.677605
932201696.701299 932201697.101299
932201951.233228 932201951.633228
932202073.101358 932202073.201358
932202289.079555 932202289.479555
932202341.165811 932202341.265811
932202415.153293 932202415.553293
932202445.743301 932202446.743301
932202483.936358 932202484.336358
932202497.343768 932202497.743768
932202509.204489 932202509.604489
932202515.092181 932202515.492181
932202683.392569 932202683.505110
932202816.189523 932202816.589523
932203040.150304 932203041.150304
932203180.044447 932203180.444447
932203314.732121 932203315.132121
932203361.226946 932203361.626946
932203431.768906 932203432.168906
932203805.532582 932203805.932582
932203872.226778 932203873.226778
932203949.853272 932203950.253272
932203952.237198 932203952.637198
932204064.310045 932204064.710045
932204067.504112 932204067.904112
932204319.876264 932204320.276264
932204366.809585 932204367.809585
932204729.449200 932204729.549200
932204772.246783 932204772.346783
932204841.255186 932204841.655186
932205183.220351 932205183.320351
932205408.422278 932205408.822278
932205683.152979 932205683.552979
932206061.163822 932206062.163822
932206110.779883 932206111.880834
932206167.668649 932206168.068649
932206263.770774 932206264.170774
932206303.563945 932206303.963945
932206358.746820 932206359.146820
932206411.232226 932206411.632226
932206423.882326 932206424.282326
932206549.503501 932206549.603501
932207046.232160 932207046.632160
932207051.286692 932207051.686692
932207141.662222 932207142.062222
932207157.796419 932207158.196419
932207247.358475 932207247.758475
932207347.851237 932207348.251237
932207539.352581 932207540.352581
932207582.583503 932207582.983503
932207596.471055 932207596.871055
932207695.254014 932207695.654014
932207729.754356 932207729.861534
932207861.842739 932207862.242739
932207957.589906 932207957.989906
932207970.844110 932207971.244110
932207990.300955 932207990.700955
932207999.908611 932208000.308611
932208003.470764 932208003.870764
932208004.356041 932208004.756041
932208020.491955 932208021.491955
932208032.886799 932208033.286799
932208058.464161 932208059.376012
932208098.355508 932208099.355508
932208101.665549 932208102.065549
932208102.068456 932208103.122674
932208158.726942 932208159.919589
932208171.435802 932208173.681085
932208250.662282 932208250.762282
932208265.738814 932208266.738814
932208318.037343 932208318.137343
932208351.141669 932208351.241669
932208423.618033 932208424.018033
932208461.329034 932208461.729034
932208465.653028 932208466.053028
932208466.522432 932208467.934588
932208474.759542 932208475.266655
932208579.862981 932208580.262981
932208602.742990 932208603.142990
932208790.472059 932208790.933232
932208791.995371 932208792.395371
932208830.960437 932208831.360437
932208853.483745 932208853.883745
932208873.454565 932208873.854565
932208950.568190 932208951.698604
932209019.119194 932209019.519194
932209056.751255 932209057.151255
932209125.899177 932209126.299177
932209127.249060 932209127.649060
932209186.205974 932209186.605974
932209231.094199 932209231.194199
932209255.813006 932209256.213006
932209257.519447 932209257.619447
932209267.817184 932209268.217184
932209341.242758 932209342.399161
932209362.063157 932209362.163157
932209560.276404 932209560.676404
932209581.921222 932209582.321222
932209582.554327 932209583.110437
932209606.259881 932209606.659881
932209645.809242 932209646.809242
932209658.817952 932209659.217952
932209684.718886 932209685.118886
932209726.677528 932209727.733914
932209735.819979 932209736.360083
932209746.627353 932209747.627353
932209775.494106 932209775.594106
932209775.619857 932209776.224313
932209776.311234 932209777.311234
932209818.984109 932209819.220472
932209819.243724 932209819.643724
932209828.018786 932209828.212969
932209828.243413 932209829.253819
932209830.292343 932209831.292343
932209832.350359 932209833.478063
932209872.148316 932209872.548316
932209886.424779 932209886.824779
932209891.455224 932209891.855224
932209900.411555 932209900.811555
932209904.783784 932209904.891978
932209917.039324 932209918.039324
932209919.592817 932209919.992817
932209920.437811 932209921.644549
932209931.858014 932209932.258014
932209935.565046 932209936.132317
932209965.876647 932209966.876647
932209967.117847 932209967.217847
932209974.337558 932209974.767179
932209975.456555 932209975.856555
932209980.282360 932209980.682360
932210014.922984 932210015.528743
932210016.899409 932210017.617255
932210017.830248 932210018.486906
932210047.949961 932210048.349961
932210058.074788 932210058.474788
932210068.201084 932210069.333714
932210077.172814 932210078.172814
932210079.740589 932210080.140589
932210103.270091 932210103.670091
932210110.188101 932210111.351622
932210114.780152 932210115.780152
932210119.619976 932210120.019976
932210120.223724 932210120.623724
932210122.545708 932210123.545708
932210182.449084 932210182.849084
932210207.203083 932210208.344916
932210210.115214 932210210.515214
932210217.228669 932210218.074729
932210223.218848 932210224.218848
932210225.392411 932210226.392411
932210240.779598 932210241.179598
932210263.066943 932210264.493831
932210270.463017 932210271.463017
932210282.816527 932210283.816527
932210291.216070 932210291.922498
932210293.199132 932210293.599132
932210296.379579 932210296.779579
932210301.229040 932210301.629040
932244383.888367 932244383.988367
932244385.984393 932244386.384393
932244398.082764 932244398.182764
932244571.305354 932244572.305354
932244645.173369 932244645.273369
932244663.443118 932244663.543118
932244881.930123 932244882.330123
932244886.707858 932244887.107858
932244887.466726 932244887.866726
932244931.636841 932244931.736841
932244960.577054 932244960.677054
932244985.240188 932244985.340188
932244991.693768 932244991.793768
932244992.268491 932244992.368491
932244993.004604 932244993.104604
932245042.362332 932245043.141035
932245043.261778 932245043.710887
932245110.353371 932245110.753371
932245172.705441 932245173.105441
932245208.102387 932245208.502387
932245436.475127 932245436.875127
932245441.914001 932245442.314001
932245617.106432 932245617.506432
932245720.967477 932245721.367477
932245759.893742 932245760.293742
932245766.760069 932245767.160069
932245851.544908 932245851.944908
932245864.711580 932245865.711580
932245888.037409 932245888.437409
932246096.153483 932246096.553483
932246112.172130 932246112.572130
932246144.947137 932246145.347137
932246205.038506 932246205.438506
932246270.862021 932246271.262021
932246293.354719 932246293.454719
932246448.348422 932246448.448422
932246459.282615 932246459.382615
932246485.705370 932246486.105370
932246489.109757 932246489.278944
932246524.706394 932246524.806394
932246555.879093 932246556.279093
932246556.633847 932246557.033847
932246560.055199 932246560.455199
932246688.733897 932246689.733897
932246722.800482 932246723.800482
932246753.347675 932246753.447675
932246807.816408 932246808.216408
932246972.774755 932246973.174755
932246999.526521 932246999.926521
932247170.627947 932247171.027947
932247224.758861 932247225.758861
932247281.816707 932247281.916707
932247308.246212 932247308.646212
932247309.555463 932247310.079404
932247310.485582 932247310.585582
932247312.362746 932247313.362746
932247356.807328 932247356.907328
932247357.736979 932247358.136979
932247527.898413 932247528.298413
932247563.890893 932247564.290893
932247567.373909 932247567.473909
932247710.586216 932247710.986216
932247744.488390 932247744.888390
932247777.236749 932247777.636749
932247890.317100 932247890.717100
932247906.940467 932247907.940467
932248045.940077 932248047.139047
932248159.363580 932248160.363580
932248293.262410 932248293.662410
932248394.272611 932248394.672611
932248431.188664 932248431.588664
932248474.354575 932248474.754575
932248584.279685 932248584.679685
932248592.437749 932248593.437749
932248683.791862 932248684.191862
932248708.251321 932248709.251321
932248743.920658 932248744.920658
932248895.314898 932248895.714898
932249173.783953 932249174.783953
932250037.988605 932250038.388605
932250313.263288 932250313.663288
932251786.844257 932251786.944257
932251835.106308 932251835.206308
932252407.704533 932252408.104533
932252564.343124 932252565.343124
932258485.442343 932258486.097309
932258512.542706 932258513.852512
932258535.290811 932258535.690811
932258561.718494 932258562.118494
932258572.967601 932258573.545777
932258675.595309 932258676.595309
932258756.983785 932258757.983785
932258758.182415 932258759.182415
932258762.707989 932258763.107989
932258783.142669 932258783.542669
932258786.869649 932258787.991835
932258813.038472 932258813.438472
932258819.458592 932258819.858592
932258822.332476 932258822.732476
932258859.723520 932258860.123520
932258889.111020 932258890.111020
932258891.782493 932258891.882493
932258914.030532 932258914.430532
932258928.832255 932258929.415262
932258976.908218 932258977.308218
932259002.103910 932259003.209550
932259003.590291 932259003.990291
932259010.054014 932259010.454014
932259011.334349 932259011.734349
932259011.816097 932259012.912666
932259056.651595 932259057.051595
932259067.636944 932259068.036944
932259071.116932 932259071.516932
932259072.928877 932259073.328877
932259130.256931 932259130.656931
932259130.978071 932259132.916637
932259166.780914 932259167.780914
932259169.683663 932259170.887092
932259176.929305 932259177.029305
932259183.706118 932259184.706118
932259254.132126 932259254.532126
932259303.139855 932259303.539855
932259307.533047 932259307.933047
932259373.027430 932259373.427430
932259418.349932 932259418.749932
932259448.096877 932259449.096877
932259467.137665 932259468.137665
932259486.914559 932259487.314559
932259511.023065 932259511.423065
932259532.159243 932259533.359131
932259534.019160 932259534.458885
932259536.653741 932259537.053741
932259556.913037 932259557.913037
932259570.185190 932259570.585190
932259578.756439 932259579.756439
932259603.904184 932259604.904184
932259637.329463 932259637.729463
932259662.636173 932259663.036173
932259665.540563 932259666.540563
932259680.333877 932259681.333877
932259682.832563 932259683.232563
932259688.815171 932259689.215171
932259693.221004 932259694.373856
932259717.133217 932259717.533217
932259728.392500 932259728.792500
932259753.790735 932259753.890735
932259818.815086 932259818.915086
932259844.385687 932259845.385687
932259861.408398 932259861.808398
932259902.444666 932259903.444666
932259907.652404 932259908.652404
932259948.141133 932259948.541133
932259978.814522 932259979.814522
932259987.300113 932259987.700113
932260039.073578 932260039.670977
932260039.674991 932260040.887257
932260066.729047 932260067.033430
932260116.611503 932260117.611503
932260137.179868 932260137.579868
932260465.105221 932260465.505221
932260475.382312 932260476.194404
932260484.127439 932260484.227439
932260506.341256 932260506.441256
932260516.955210 932260517.355210
932260517.415424 932260517.515424
932260566.093385 932260566.493385
932260582.777332 932260583.825403
932260601.209106 932260601.609106
932260604.343292 932260604.743292
932260608.085574 932260608.485574
932260615.864104 932260616.502284
932260616.756577 932260617.156577
932260706.406158 932260706.806158
932260727.507320 932260727.907320
932260752.052174 932260752.452174
932260762.257642 932260762.657642
932260799.341422 932260799.741422
932260866.451840 932260866.851840
932260929.068515 932260929.468515
932260930.637534 932260931.037534
932260937.438569 932260937.838569
932261004.993483 932261005.993483
932261020.127884 932261021.127884
932261024.407631 932261024.807631
932261079.755665 932261080.155665
932261093.200165 932261093.600165
932261102.697370 932261103.097370
932261120.068840 932261120.168840
932261121.358329 932261121.758329
932261211.439432 932261211.839432
932261223.680406 932261224.080406
932261243.166283 932261243.923875
932261261.742872 932261262.142872
932261263.127955 932261263.643918
932261278.380073 932261278.780073
932261301.936715 932261302.336715
932261336.430052 932261337.599000
932261367.911320 932261368.311320
932261395.081663 932261395.481663
932261492.161531 932261493.161531
932261507.809534 932261508.209534
932261515.325770 932261515.725770
932261516.371181 932261516.771181
932261544.607309 932261545.097050
932261604.258717 932261604.658717
932261670.522521 932261671.522521
932261690.836292 932261691.836292
932261712.766345 932261713.286347
932261770.530863 932261770.930863
932261794.990085 932261795.990085
932261852.799415 932261852.899415
932261947.583861 932261947.983861
932262154.897047 932262155.297047
932262172.724372 932262173.124372
932262227.400853 932262227.866968
932262271.495106 932262272.495106
932262309.481915 932262309.581915
932262311.224974 932262312.297812
932262355.840937 932262356.840937
932262364.286894 932262364.686894
932262365.765278 932262365.958670
932262388.420053 932262388.820053
932262400.256599 932262400.656599
932262432.955099 932262434.188357
932262476.055266 932262477.234764
932262485.627303 932262486.027303
932262493.834646 932262494.234646
932262585.143966 932262585.543966
932262591.935261 932262592.035261
932262625.190328 932262625.290328
932262652.084851 932262652.484851
932262669.174662 932262669.274662
932262706.982774 932262707.382774
932262711.995586 932262712.995586
932262729.214749 932262729.614749
932262775.078759 932262776.078759
932262816.696939 932262817.096939
932262830.002566 932262831.184991
932262913.244972 932262913.644972
932262949.218861 932262949.917927
932263073.091722 932263073.491722
932263123.612276 932263124.012276
932263138.178504 932263138.278504
932263139.493988 932263139.893988
932263173.364909 932263173.764909
932263200.151052 932263200.551052
932263217.978450 932263218.378450
932263275.022641 932263275.122641
932263282.424791 932263283.432154
932263322.788458 932263323.188458
932263366.185009 932263366.585009
932263551.397288 932263551.797288
932263585.425564 932263585.825564
932263604.379293 932263605.397798
932263638.146298 932263638.246298
932263664.900953 932263665.388947
932263706.543512 932263707.670841
932263751.166175 932263751.566175
932263775.693644 932263776.693644
932263780.304657 932263780.704657
932263829.975396 932263831.038831
932263889.974378 932263891.031346
932263891.390887 932263891.790887
932263904.178637 932263905.178637
932263908.875003 932263909.275003
932263927.825297 932263928.825297
932263930.286253 932263930.686253
932263996.644059 932263997.787655
932264065.141466 932264065.660561
932264171.724449 932264172.982844
932264189.003083 932264189.403083
932264194.260054 932264195.260054
932264221.924236 932264222.423483
932264253.655739 932264254.655739
932264320.222547 932264320.755863
932264320.858098 932264321.279527
932264321.293798 932264321.693798
932264407.944870 932264408.344870
932264445.809781 932264446.271318
932264524.403481 932264524.503481
932264607.445354 932264607.845354
932264610.729795 932264611.129795
932264849.549048 932264849.949048
932264854.829515 932264855.229515
932264900.891508 932264901.291508
932264996.883648 932264997.283648
932264998.129741 932264999.152653
932265046.581466 932265046.681466
932265048.440483 932265048.899276
932265137.868158 932265138.268158
932265223.147111 932265223.661667
932265232.297113 932265232.697113
932265244.414568 932265244.814568
932265393.296368 932265393.696368
932265440.543457 932265440.943457
932265462.794955 932265463.305308
932265536.487587 932265536.887587
932265609.198789 932265609.598789
932265626.310805 932265626.798743
932265639.373400 932265640.412694
932265656.278547 932265656.678547
932265656.954840 932265657.354840
932265663.307252 932265663.707252
932265690.862541 932265691.262541
932265710.219965 932265710.319965
932265715.002145 932265715.402145
932265719.675701 932265720.075701
932265731.444508 932265731.982353
932265783.511039 932265783.953363
932266042.297126 932266042.697126
932266049.882202 932266050.398662
932266086.440230 932266087.020253
932266115.166518 932266115.566518
932266164.828836 932266165.228836
932266376.162119 932266376.262119
932266467.794088 932266468.194088
932266492.159358 932266492.559358
932266567.610343 932266568.010343
932266689.823670 932266690.906556
932266754.874655 932266755.274655
932266800.177514 932266800.577514
932266880.079656 932266880.479656
932266923.993574 932266924.393574
932266952.079326 932266952.244245
932267173.957164 932267174.743450
932267286.128446 932267286.528446
932267306.967736 932267307.367736
932267524.884222 932267525.361478
932267559.602415 932267560.089943
932267617.721849 932267618.359860
932267622.292233 932267622.692233
932267636.026250 932267636.426250
932267685.830190 932267685.930190
932267716.582151 932267717.041637
932267789.713776 932267790.113776
932267830.686619 932267831.086619
932267862.993102 932267863.093102
932267931.923317 932267932.923317
932268004.955846 932268005.055846
932268021.763256 932268022.163256
932268036.239442 932268036.639442
932268054.552305 932268054.952305
932268223.926265 932268224.326265
932268263.766099 932268264.166099
932268370.673297 932268371.073297
932268519.069902 932268519.169902
932268539.482111 932268539.882111
932268610.595791 932268610.695791
932268633.031948 932268633.131948
932268653.322715 932268654.322715
932268831.327729 932268831.427729
932268843.716815 932268844.116815
932268859.818370 932268859.918370
932268876.888293 932268877.288293
932268884.672468 932268885.072468
932268918.935987 932268919.335987
932268994.020265 932268994.120265
932269031.669126 932269032.069126
932269131.021510 932269131.121510
932269156.150625 932269156.550625
932269183.130017 932269183.530017
932269201.334994 932269201.734994
932269237.295682 932269237.695682
932269290.857745 932269291.257745
932269309.585414 932269310.046361
932269430.311320 932269430.711320
932269458.308216 932269458.708216
932269489.677481 932269490.077481
932269561.432477 932269561.832477
932269582.275523 932269582.675523
932269600.765256 932269601.165256
932269699.357684 932269699.797126
932269835.654861 932269836.054861
932269911.185213 932269911.285213
932269955.599009 932269955.999009
932269995.693856 932269996.287114
932270016.604523 932270017.004523
932270061.069198 932270061.469198
932270193.646205 932270193.746205
932270249.976924 932270250.376924
932270259.491920 932270259.891920
932270312.122040 932270312.522040
932270389.064154 932270389.464154
932270401.109198 932270401.509198
932270546.888697 932270547.288697
932270636.512309 932270636.612309
932270659.444354 932270659.844354
932270679.068024 932270679.468024
932270695.848258 932270696.248258
932270826.087255 932270826.187255
932270861.189263 932270861.589263
932271008.172362 932271008.572362
932271040.626659 932271041.026659
932271118.065892 932271118.465892
932271123.404907 932271123.804907
932271144.733896 932271145.133896
932271145.207111 932271145.733095
932271553.468777 932271553.868777
932271576.546265 932271576.946265
932271590.951461 932271591.051461
932271610.744421 932271611.144421
932271745.909578 932271746.309578
932271775.838766 932271776.238766
932271804.230285 932271804.630285
932271843.362015 932271844.362015
932271875.942360 932271876.342360
932271959.579482 932271959.979482
932271965.499267 932271966.193930
932271977.222766 932271978.222766
932271982.697072 932271983.097072
932272016.423922 932272017.629128
932272104.861545 932272105.965261
932272192.269820 932272192.669820
932272226.478209 932272226.578209
932272248.790743 932272249.190743
932272282.665866 932272283.065866
932272334.203868 932272334.603868
932272493.407381 932272493.507381
932272514.214318 932272514.314318
932272769.996850 932272770.396850
932272818.342510 932272818.742510
932272897.548996 932272897.948996
932272948.979670 932272949.514162
932272955.411602 932272955.811602
932272982.345259 932272982.445259
932273001.759215 932273002.159215
932273004.437640 932273004.837640
932273022.194160 932273022.594160
932273162.906135 932273163.306135
932273248.646496 932273249.646496
932273291.365630 932273291.765630
932273346.300495 932273346.400495
932273428.310553 932273428.710553
932273680.262746 932273680.362746
932273765.968403 932273766.368403
932273818.436935 932273818.836935
932274042.311928 932274042.411928
932274044.429550 932274044.829550
932274062.107958 932274062.507958
932274136.891516 932274137.291516
932274180.656719 932274181.056719
932274209.010327 932274209.410327
932274209.890179 932274210.290179
932274238.767413 932274239.167413
932274393.287769 932274393.687769
932274556.068348 932274556.468348
932274777.511817 932274777.611817
932274888.432332 932274888.832332
932275354.856187 932275355.256187
932275359.498597 932275360.498597
932275431.140376 932275431.240376
932275525.208536 932275525.608536
932275574.751462 932275574.851462
932275608.321863 932275608.421863
932275666.894814 932275667.294814
932275818.709893 932275818.809893
932276035.882142 932276036.282142
932276068.164376 932276068.564376
932276462.357395 932276462.895807
932276529.387539 932276529.787539
932276577.356193 932276577.756193
932276699.920164 932276700.320164
932276703.187766 932276703.587766
932276733.073955 932276733.473955
932277008.776444 932277009.176444
932277207.937581 932277208.337581
932277215.829000 932277216.829000
932277299.717080 932277300.117080
932277416.073088 932277416.473088
932277508.779997 932277508.879997
932277515.759168 932277515.859168
932277587.876175 932277588.699077
932277627.771151 932277627.871151
932277707.745520 932277708.145520
932277753.979993 932277754.379993
932277828.255073 932277828.655073
932277898.521366 932277898.921366
932277931.327849 932277931.727849
932278098.563685 932278099.080281
932278153.684479 932278154.684479
932278335.061189 932278335.461189
932278367.692758 932278368.092758
932278664.132591 932278664.232591
932278679.749288 932278680.254183
932278697.827716 932278698.827716
932278705.332662 932278705.732662
932278841.565766 932278841.965766
932278914.192117 932278914.663697
932279114.592579 932279114.992579
932279154.735502 932279155.135502
932279215.700004 932279215.800004
932279389.736007 932279390.136007
932279430.850348 932279430.950348
932279494.289107 932279494.389107
932279749.137637 932279749.537637
932279907.892106 932279908.292106
932279913.737179 932279913.837179
932280060.242353 932280060.342353
932280076.868594 932280076.968594
932280258.070957 932280258.470957
932280289.453395 932280289.853395
932280316.343715 932280316.743715
932280418.994871 932280419.394871
932280425.293300 932280425.393300
932280509.585837 932280509.985837
932280630.600644 932280631.120287
932280645.402420 932280646.535046
932280835.291955 932280835.691955
932280868.731383 932280868.831383
932280959.586305 932280959.686305
932281129.727516 932281130.127516
932281189.852411 932281190.252411
932281395.092398 932281395.574743
932281422.657976 932281423.057976
932281484.192362 932281484.592362
932281594.063574 932281594.463574
932281594.545948 932281595.616145
932281621.663844 932281622.063844
932281654.402849 932281654.802849
932281654.894432 932281655.294432
932282002.520734 932282002.621650
932282144.458412 932282144.858412
932282150.658734 932282151.103295
932282371.531709 932282371.931709
932282400.161133 932282400.561133
932282404.251723 932282404.651723
932282443.378588 932282443.778588
932282461.515358 932282461.915358
932282461.980284 932282462.080284
932282465.821594 932282466.221594
932282565.478660 932282565.578660
932282645.536089 932282645.936089
932282657.122573 932282657.522573
932282892.668588 932282892.768588
932283254.176650 932283254.576650
932283261.392117 932283261.792117
932283267.635992 932283268.035992
932283287.634800 932283288.034800
932283329.582931 932283329.982931
932283397.514377 932283397.914377
932283400.704097 932283401.104097
932283526.257106 932283526.357106
932283590.839158 932283591.239158
932283598.458558 932283598.858558
932283629.213038 932283629.313038
932283735.624123 932283736.024123
932283772.320197 932283772.420197
932283785.702753 932283786.102753
932283809.343637 932283809.743637
932283951.414229 932283951.887283
932283963.685399 932283964.085399
932284030.380844 932284030.780844
932284074.146270 932284074.246270
932284214.413755 932284214.518348
932284237.714632 932284238.114632
932284380.469006 932284380.569006
932284404.713492 932284404.813492
932284411.810319 932284412.210319
932284475.152225 932284475.552225
932284512.231909 932284512.631909
932284717.118351 932284717.518351
932285165.926444 932285166.326444
932285196.244034 932285196.344034
932285249.693942 932285250.093942
932285256.781852 932285256.881852
932285671.275317 932285671.375317
932285684.305388 932285684.405388
932285744.458825 932285744.558825
932285999.350766 932285999.750766
932286019.397674 932286019.497674
932286260.916137 932286261.637336
932286336.905228 932286337.305228
932286559.497879 932286560.497879
932286673.816427 932286673.916427
932286736.191586 932286736.291586
932286862.614168 932286862.714168
932286963.295317 932286963.695317
932286984.330671 932286984.730671
932287005.200404 932287005.600404
932287201.802986 932287202.202986
932287209.028519 932287209.128519
932287906.640102 932287907.040102
932288225.225901 932288226.006958
932288280.656858 932288281.436921
932288357.535657 932288357.935657
932288962.398297 932288962.798297
932289012.073212 932289012.473212
932289110.870999 932289111.270999
932289151.498580 932289152.498580
932289321.944415 932289322.344415
932289373.385823 932289373.785823
932289473.426055 932289473.826055
932289487.146838 932289487.546838
932289952.200205 932289952.600205
932290142.584618 932290142.984618
932290170.455581 932290170.855581
932290175.152016 932290175.552016
932290219.175543 932290219.690788
932290438.936334 932290439.053340
932290535.219340 932290535.619340
932290818.253488 932290818.653488
932290830.002491 932290830.402491
932290876.098443 932290876.498443
932290892.898278 932290893.298278
932290943.768425 932290944.221742
932291047.815349 932291048.215349
932291069.277533 932291069.677533
932291073.850961 932291074.250961
932291130.505272 932291130.905272
932291131.172799 932291131.572799
932291131.579907 932291132.579907
932291140.337935 932291141.099788
932291142.200684 932291142.600684
932291149.865750 932291150.265750
932291178.325878 932291178.725878
